idx,true,text,length,bow,llm_only,singh,webrag
297,Fraud,"Agent: Hello? Caller: Hello, [NAME]. This is [NAME] on our recorded line calling about the inquiry that we received from you. How are you today? Agent: Hi! [uncertain] Um, I'm okay. Inquiry? Caller: Just say I. Agent: I. Caller: Hello? Agent: [confused] Um, hello? Caller: Is this [NAME]? Agent: Yeah, [uncertain] this is [NAME]. Caller: And what is the goal that you're looking to accomplish, [NAME]",Fraud,Fraud,Fraud,Fraud,Fraud
298,Fraud,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Hello? [NAME] from [ORG] on a recorded line. How are you today? Agent: Oh, [calm] hello, [NAME]. I'm doing just fine, thank you. [curious] And what can I do for you today? Caller: I'm following up on an inquiry you put on our website. Do you remember this? Agent: Oh, [confused] an inquiry",Fraud,Fraud,Fraud,Fraud,Fraud
299,Normal,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Hello? This is [NAME] with [ORG] giving you a callback about some in home care services you were looking into. Agent: Oh, [surprised] [ORG]? Yes, I... I think I did look into that. [NAME], my husband, he just passed, you know, a couple years ago. [nostalgic] He used to handle all that. [c",Fraud,Normal,Fraud,Normal,Fraud
300,Fraud,"Agent: Hello? Caller: Hello? Agent: Yes, [calm] hello there. Who's calling, please? Caller: Hi. Is this [NAME]? Agent: Yes, [calm] this is [NAME]. [curious] And who am I speaking with? Caller: Okay. My name is [NAME]. My name okay. My name is [NAME] from [ORG]. And I am in the Carney store. And I had gotten um, an email stating that you were, um, wondering about our [ORG] that we have. For nine do",Fraud,Normal,Fraud,Fraud,Fraud
301,Normal,"Agent: Hello? Caller: Hello. May I speak with miss [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: This is [NAME] with [ORG] on a recorded line. Caller: I am following up on your request regarding [ORG] benefits today. Agent: Okay. [curious] And what is this about, [NAME]? Oh, [confused] okay, the [ORG]. Yes, I was — I was looking into that. Caller: Yes, ma'am. Agent: ",Fraud,Normal,Fraud,Normal,Fraud
302,Fraud,"Agent: Hello? Caller: Hey. How are you doing? This is [NAME] with the [ORG]. Following up regarding an inquiry. Agent: Oh, [curious] the [ORG], yeah. Um, I'm doing alright, [NAME]. What was the inquiry about, exactly? Caller: Let's see. It says you, uh, well, first off, is this [NAME]? Agent: Yeah, [calm] this is [NAME]. Caller: Well, it looks like you put in a inquiry with us and it says, I need ",Fraud,Fraud,Fraud,Fraud,Fraud
303,Fraud,"Agent: Hello? Caller: Hi, [NAME]. This is [NAME] with [ORG]. I saw your request of information recently. Agent: Oh, [curious] okay. Yeah. I mean, I — I think I did that a while ago, right? Caller: Okay. Uh, it was today about, like, an hour ago. Agent: Oh, really? [surprised] Hmm. Okay. I — I guess I'm a little confused, 'cause I didn't think I did it today. But, um, okay. [curious] What's this ab",Fraud,Fraud,Fraud,Fraud,Fraud
304,Fraud,"Agent: Hello? Caller: Yeah. Hi. [NAME]. Caller: Uh, this is [NAME]. I'm with the [ORG]. How are you doing? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Oh, [NAME]. [calm] I'm doing just fine, dear. What can I do for you? Caller: Okay. So you you placed an inquiry online? Caller: It looks like it was, uh, it was yesterday morning. Does that ring a bell? Caller: Are you trying to get",Fraud,Fraud,Fraud,Fraud,Fraud
305,Normal,"Agent: Hello? Caller: Hello. [NAME]. Caller: Hello? Agent: Yes, this is [NAME]. [curious] Who's calling, please? [calm] Yes, this is [NAME]. [curious] Who's calling, please? Caller: My name is [NAME]. [ORG]. I just received a health insurance quote request. I have to let you know this call will be recorded for quality assurance. Now if you're looking for an individual plan in the state of Florida,",Fraud,Normal,Fraud,Fraud,Fraud
306,Fraud,"Agent: Hello? Caller: Hey, miss [NAME]? Agent: Yeah, [curious] that's me. Caller: Hey. This is this is [NAME] again on a recorded line. Were you able to contact the [ORG]? Agent: Oh, hey, [NAME]. Um, [uncertain] no, I haven't had a chance to yet. I've just been super busy with, like, work and stuff. Caller: Okay. Um, so I will call you back What time would you like me to rearrange this appointment",Fraud,Fraud,Fraud,Fraud,Fraud
307,Normal,"Agent: Hello? Caller: Hi, [NAME]. Agent: Yes, [curious] that's me. Caller: Hi. This is [NAME] responding to the application you submitted for health insurance. Agent: Oh, the [confused] health insurance application, yes. I — I suppose so. What's this about, exactly? Caller: Health insurance. Agent: Right, health insurance. [uncertain] Um, I mean, what about it? Is there, um, an issue with it? Call",Fraud,Normal,Fraud,Fraud,Fraud
308,Fraud,"Agent: Hello? Caller: Yes. I'm sorry. Caller: I hit schedule callback, and it disconnected the phone. Agent: Oh, [calm] that's quite alright, dear. [curious] Who am I speaking with? Oh, [calm] I see. Well, you're back now. [curious] What was it you were calling about, dear? Caller: That put you on my calendar for next week. Yeah. I hit the wrong button. Agent: Oh, [chuckling] goodness. That's, um,",Fraud,Fraud,Fraud,Fraud,Fraud
309,Fraud,"Agent: Hello? Caller: Hello? Agent: Yes, hello? [curious] Who is this, please? Caller: Hello? Hi. How are is this [ORG]? Agent: [ORG]? [confused] Oh, I don't think so, dear. This is [NAME]. Did you, um, dial the wrong number? Caller: Just [ORG]. Yeah. We're looking for [ORG]. Agent: Oh, [ORG]. [confused] Well, no, this is my home phone. I, um, I don't work for [ORG]. Are you sure you have the righ",Fraud,Fraud,Fraud,Fraud,Fraud
310,Normal,"Agent: Hello? Caller: Good morning, [NAME]. This is [NAME] from [ORG] on a monitored and recorded line. Caller: We were calling you about your interest on getting security and cameras. Caller: Have you ever had [ORG] before? Agent: Oh, [curious] good morning. Oh, [curious] the security cameras, yeah. Um, I don't think I've had [ORG] before, no. Caller: Okay. Caller: You haven't scheduled any appoi",Fraud,Normal,Fraud,Fraud,Fraud
311,Normal,"Agent: Hello? Caller: Hi. This is [NAME] calling from [ORG] on a recorded line about the information you requested on [ORG]. Caller: To speak with a live agent at any time, say agent or press one. Caller: To stop receiving calls, say do not call or press two. Caller: Would you like me to connect you now? Agent: Okay, [curious] yeah. Okay, [curious] so what's this about? I mean, I'm kinda busy here",Fraud,Fraud,Fraud,Fraud,Fraud
312,Normal,"Agent: Hello? Caller: Hi, miss [NAME]. This is [NAME] calling from [ORG], and you had previously spoke with one of our agents um, [NAME]. And I he was trying to get you over to our department to help you with some dental and vision coverage. So I'm just giving you a call today to see if I can help you with that. And, also, I'm on a recorded line and a licensed sales agent for the state of Florida.",Fraud,Normal,Fraud,Fraud,Fraud
313,Normal,"Agent: Hello? Caller: Hi. How are you? Is this, uh, [NAME]? Agent: Yes, [calm] this is [NAME]. And who is this, dear? Caller: This is [NAME]. I'm calling because you had filled out a form on my website. Agent: Oh, [confused] a form? Which website was that, honey? I get so many calls, you know. Caller: It was re it's re it was [ORG] for a reverse mortgage. Agent: Oh, [surprised] a reverse mortgage!",Fraud,Normal,Fraud,Fraud,Fraud
314,Fraud,"Agent: Hello? Caller: This is [NAME] with [ORG], your [ORG] provider, on a recorded line. Is this [NAME]? Agent: Oh, [calm] yes, this is [NAME]. [ORG], you say? [curious] What can I help you with, dear? Caller: Yes. Caller: Yeah. Looks like you filled out the form online interested in a quote with us. Agent: Yes, [confused] but what is this call about, dear? I don't recall [uncertain] asking for a",Fraud,Normal,Fraud,Fraud,Fraud
315,Normal,"Agent: Hello? Caller: Hi. This is [NAME]. Agent: [calm] Hello, [NAME]. [curious] And what can I do for you today? Caller: Oh, Agent: [confused] Oh? Did you, um, did you call me? Or was I calling you? Caller: Yes, ma'am. I called you. Um, I I'm [NAME] with [ORG]. I got your quote request. Caller: Sorry. So I had to call you because I don't know if our website is having an issue. But the form that y",Fraud,Normal,Fraud,Normal,Fraud
316,Normal,"Agent: Hello? Caller: Hello. Is this [NAME]? Agent: Yeah, [curious] who's this? Caller: Can you hear me? Hello? Caller: Hi. Yes. This is [NAME] with [ORG]. I saw that you had scheduled a consultation for a yes yesterday, but, unfortunately, I I didn't receive the notice until today. Caller: I sent you an email this morning, and I had a free moment. So I thought I'd check-in on you. Caller: You nee",Fraud,Fraud,Fraud,Fraud,Fraud
317,Normal,"Agent: Hello? Caller: Hello? Agent: Oh, hey! [curious] Who's this? Caller: Hey. This is hey, miss this is miss [NAME]. Agent: Um, yeah, this is [NAME]. [curious] Who's calling? Caller: Hey. Hey. Yes, ma'am. Do is [NAME] with [ORG]. How are you today? Agent: Oh, hey! [nervous] Um, good, I guess. What's [ORG]? Caller: Yes, ma'am. Completely understand. Um, [ORG]? Agent: Oh, [confused] okay. Yeah, I ",Fraud,Fraud,Fraud,Fraud,Fraud
318,Fraud,"Agent: Hello? Caller: Hello. Is this, uh, [NAME]? Agent: [confused] Um, no, this is [NAME]. Caller: How you doing, [NAME]? It's [NAME] on a recorded line. I'm so sorry. Agent: Oh, [nervous] okay. Um, hi. Caller: So you well, you said you're looking to get help. Right? Agent: [confused] Um, I... I didn't say that. [uncertain] What is this about? Caller: You did. You just said you were looking to ge",Fraud,Fraud,Fraud,Fraud,Fraud
319,Fraud,"Agent: Hello? Caller: Hello? Hello? Caller: Yes. Hello? Caller: Why have you hello? Caller: You have a very Go in the bathroom island. Hello? Agent: Yes, [curious] who's calling please? Hello? [curious] Who is this? Hello? [confused] Yes, I can hear you now, dear. What was that? Hello? [confused] Oh, goodness, I can barely hear you, dear. Are you there? Caller: Good apology. Bro, I'm talking and t",Fraud,Fraud,Fraud,Fraud,Fraud
320,Fraud,"Agent: Hello? Caller: Hi. Is this [NAME]? Agent: Yeah, this is [NAME]. [curious] Who's this? Caller: Hi. This is [NAME] from [ORG] on a recorded line. How are you? Agent: Oh, hey [NAME]. [calm] I'm good, just, you know, juggling a few things. What's up? Caller: Okay. Well, I'm just following up with an inquiry that you had with us. Um, did you have any questions or did it I I it shows that you had",Fraud,Fraud,Fraud,Fraud,Fraud
321,Normal,"Agent: Hello? Caller: Hello? Caller: Hello? Is this [NAME]? Agent: Yes, [curious] who's calling please? Yes, [calm] this is [NAME]. Who's calling, please? Caller: This is [NAME] from [ORG]. Agent: Oh, [curious] [NAME]. Alright. What can I do for you, dear? Caller: Can I go find here? Uh, you had sent me a website feedback that said it just said your name and your email address Caller: and best tim",Fraud,Fraud,Fraud,Fraud,Fraud
322,Normal,"Agent: Hello? Caller: Hey. Am I speaking with [NAME]? Agent: Yeah, [uncertain] this is [NAME]. Caller: Yeah. This is [NAME]. Caller: This is [NAME]. I'm calling from [ORG] with [ORG]. Caller: I received a request to speak to [NAME] about our life insurance insurance policies. I wanted to follow-up and ask, were you looking for yourself Caller: [NAME], or were you looking for someone else? Agent: [",Fraud,Fraud,Normal,Normal,Fraud
323,Fraud,"Agent: Hello? Caller: Hi. This is [NAME] on a recorded line. Is this [NAME]? Agent: Yes, [calm] it is. [curious] What can I help you with, dear? Caller: [NAME], I'm calling again in regards to your loan inquiry. Are you still looking to follow through with your Caller: intake? I spoke with you yesterday morning. Agent: Oh, [confused] the loan inquiry? Oh, the loan inquiry, [confused] yes, [NAME] u",Fraud,Fraud,Fraud,Fraud,Fraud
324,Normal,"Agent: Hello? Caller: Hi. This is [NAME] calling on behalf of [ORG]. Is it [NAME]? Agent: It's [NAME], dear, with an E. [calm] [NAME]. How can I help you? Caller: Um, I'm responding to your request for solar and battery. Agent: Oh, [curious] the solar and battery? Yes, I think I did put in a request for that, you know. What kind of batteries are we talking about? Caller: Um, so we offer different ",Fraud,Normal,Fraud,Normal,Fraud
325,Fraud,"Agent: Hello? Caller: Hi, [NAME]. This is [NAME] with [ORG]. Agent: [confused] [NAME]? Uh, no, my friend, this is [NAME]. [NAME]. Caller: This is [NAME]. Agent: Hello, [NAME]. [curious] How can I help you? Caller: Hi, [NAME]. Uh, this yeah. I was following up on the quote you requested. Caller: For your BMW. Agent: Oh, the quote. Yeah, [uncertain] for what was it again? My mind is, uh, a little bi",Fraud,Fraud,Fraud,Normal,Fraud
326,Normal,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yeah, [curious] who's this? Caller: This is [NAME]. We had a appointment today. I was calling to Caller: verify with you. Agent: Oh, [NAME], [confused] right, right. Oh, [NAME], hey! [nervous] My bad, I got a lot going on today, I completely forgot. What was this about again? Caller: Hey. This is about your life insurance request information. Agent: Oh, ",Fraud,Normal,Fraud,Fraud,Fraud
327,Fraud,"Agent: Hello? Caller: Hello. Is this [NAME]? Agent: Yes, this is [NAME]. [curious] Who's calling, please? Caller: Oh, yeah. This is miss [NAME]. Agent: [NAME]? [confused] Is that with an L or an R? Caller: Why do you need to know? Agent: Well, [uncertain] I just like to know who I'm talking to, dear. My memory isn't what it used to be, you know. [curious] Are you calling about my [ORG]? Caller: No",Fraud,Fraud,Fraud,Fraud,Fraud
328,Normal,"Agent: Hello? Caller: Hello. My name is [NAME]. I am calling in response to an online search for [ORG]. May I speak with [NAME]? Caller: [NAME]? Agent: [calm] Oh, this is [NAME]. [curious] [ORG], you say? Yes, [calm] this is [NAME]. Um, [curious] what was this about an online search? I don't recall looking for anything like that myself. Caller: Hello? So we wanted to offer our free service for you",Fraud,Normal,Fraud,Normal,Normal
329,Fraud,"Agent: Hello? Caller: Hello, [NAME]? Agent: Yeah, [curious] who's this? Caller: Uh, this is [NAME] once again. Remember, this is [NAME]. Remember yesterday about the [ORG]? Caller: The one that you tried to purchase to me. Right? Caller: For the for the six bottles? Agent: Oh, the [confused] [ORG], yeah. What about it, [NAME]? Oh, [confused] right, yeah, the — the cream. What about it, [NAME]? Oh,",Fraud,Fraud,Fraud,Fraud,Fraud
