idx,true,text,length,bow
1902,Normal,어떤 분야의 영화를 좋아하시나요? 네. 저는 에스에프 영화를 좋아합니다. 그래서 요즘 그~ 마블의 영화를 많이 보고 있고요. 그~ 영화를 1편부터 어~ 마지막 편까지 다운을 받아서 영화를 하나하나씩 보고 있습니다. 그중에서도 가장 재미있는 건 역시 그~ 시리즈의 모든 주인공이 같이 나오는 시리즈들이 재미있고요. 그 시리즈를 보기 위해서 어~ 집에서 시간이 될 때마다 조금씩 티브이를 통해서 보고 있습니다. 뭐 몇 번 몇 번 반복해 봐도 역시 재밌는 거가 있고요. 역시 할리우드 영화가 아~ 여러 가지 규모 면이나 어~ 재미 면에서 어~ 다른 영화 나라 영화를 추월할 정도로 어~ 잘 만드는 거 같습니다. 어~ 시간이 된다라고 하면 다시 처음부터 마지막 편까지 아~ 전부 다시 어~ 돌 어~ 처음부터 끝까지 볼 생각,Fraud,Normal
1903,Normal,가고 싶은 여행지 있어? 나는 아무 아무래도 대구 온 지 얼마 안 돼서 청도 쪽 으로 가 보고 싶은데 혹시 청도 좀 가 본 적 있나? 응. 나 얼마 전에 가 봤었는데 생각보다 좀 시골이어서 놀라긴 했는데 되게 공기도 좋았고 그~ 와인 터널이라고 있는데 거기가 되게 쭉 엄청 깊이 있었고 거기 안에서 막 사람들이 와인도 팔고 조명 같은 것도 되게 잘 꾸며서 예뻤고 또 어떤 그~ 프로방스라고 그~ 거기도 불빛 축제 같은 거였는데 되게 컸고 약간 가족들이나 커플들이 가서 놀기 좋은 곳 사진 찍기 좋은 곳이었어. 되게 밤에 갔을 때 좀 더 예뻤던 것 같아. 불빛이 찬란했어. 여행지 중에 기억에 남았던 곳 있어? 아~ 나는 아무래도 지금 대구에 있다 보니까 앞산을 가 본 적이 있는데 그게 내가 야경을 정말 좋아하거든.,Fraud,Normal
1904,Normal,agent: hello this is harper valley national bank my name is john how can i help you today caller: hi my name is robert robert rodriguez i need a new checkbook agent: [noise] agent: okay give me one moment i can go ahead and help you with that um agent: what is your address caller: my address is seven one nine first street agent: [noise] caller: forest ranch california caller: nine two five one zer,Fraud,Normal
1905,Normal,혹시 최근에 코로나 시국이 되기 전에 다녀오셨던 여행지가 있으세요? 저는 가장 최근에 갔던 여행지가 코로 아 코로나가 아니라 유럽인데요. 그~ 한참 저희 한국에서 코로나 퍼질 때 갔다 왔었어가지고 못 갈뻔 했는데 바로 다음날이었나 다다음날이라 취소하지도 못하고 갔다 왔었는데 어~ 그 여행지에서 유럽에서도 이제 여행하는 사람들이 많이 없고 그때 또 막 유럽에 퍼질 때여서 모든 막 여행지에서 소매치기 조심하라고 막 이런 말이 많았는데 저희는 모든 관광지에 사람이 없어가지고 어~ 시국은 시국이지만 굉장히 편하고 즐겁게 여행했던 기억이 있습니다. 혹시 최근에 갔던 여행지가 있으신가요? 저는 어~ 가장 최근에 갔다 온 곳은 마카오예요. 마카오에 어~ 콘서트를 보러 다녀왔었는데 그거 아니어도 굉장히 매력적인 여행지더라,Fraud,Normal
1906,Normal,agent: hello this is harper valley national bank my name is jennifer how can i help you today caller: hi my name is james davis caller: i lost my credit card can you send me a new one agent: okay agent: and what card would you like to replace caller: my credit card agent: alright agent: [unintelligible] a replacement credit card is there anything else i can help you with caller: no that was it tha,Fraud,Normal
1907,Normal,agent: hello this is harper valley national bank my name is mary how can i help you today caller: um hi my name is david johnson and i need a new checkbook agent: okay agent: just a moment agent: what's your address caller: okay it's gonna be three one three caller: first street caller: harper valley oregon agent: [noise] caller: zero zero five twenty nine agent: just a moment agent: okay agent: c,Fraud,Normal
1908,Fraud,"Hi, I'm calling you from AT&T Direct TV to let you know that your account is qualified from 50% off. In order to obtain the discount, kindly call us back on the number you see on your caller ID. Thank you and have a great day.",Fraud,Fraud
1909,Normal,agent: [noise] agent: hello this is harper valley national bank my name is patricia how can i help you today caller: [noise] hi my name is patricia williams i lost my credit card can you send me a new one agent: um yes i think i can hold on for one moment caller: [noise] agent: uh you did say credit card is that right patricia caller: my credit card agent: okay agent: alright i have ordered your r,Fraud,Normal
1910,Fraud,hi mr how are you doing today fine i'm great who is this uh this is you know you have talked to me in previous time about your ppi compensation so what what do i need to do for this ppi uh compensation you know you have to complete your uh confirmation we need your sort code account number for verification you said that call me after some time i will do that that's why we are calling you oh please,Fraud,Fraud
1911,Fraud,"아 어디 시라고 예 예? 서울지방경찰청 경제범죄수사과 김범석 영상 몇 가지 확진자 연락을 드렸다고 합천에 말씀드렸고요. 혹시 나이는 81년생 이구요 아시는 분 계십니까 모르십니까? 다름이 아니라 저희 팀에서 2월 29일 서울시 관악구 일대에서 금융 불법 인출되지 김남초 4명을 방법이 있는데 그건 현장에서 왔을까 하는 과정에서 팀장과 부여 되시면 SC 스탠다드 은행 통장과 신분증 사본 계셨기 때문에이 부분 확인차 연락을 드린 건데요.  저를 통해서 2월 18일부터 20일까지 야 9일간의 걸쳐 총 4,500만 원 정도 금액이 불법자금세탁에 사용된 사실확인서 연락드린 겁니다. 혹시 본인께서 하신 말씀이 쉬고, 그리고 일단 이런 부분에 대해서 본인께서 하신 통장이 아니라 말씀이신데 보통은 행사 치과 본인께서 직접 ",Fraud,Fraud
1912,Normal,"B: sí, si Le llegó la tarjeta, llegó antes de que, ayer cumplió cuatro años. A: y sí la pudo leer? B: mañana eh? A: sí la pudo leer? B: no, todavía no lee. A: no? B: apenas está empezando con, este, con hacer, este, letras /. A: per- las letras. B: y este, palitos, rayitas, dibujos /. A: y sí los hace bien? B: sí, sí, vasa ver. B: se te mandaron unas cosas. A: y si, sí obedece? B: ah sí, sí obedec",Fraud,Normal
1913,Normal,caller: [noise] agent: hello agent: harper valley national bank my name is robert how can i help you today caller: [noise] caller: [noise] [laughter] caller: [laughter] hi my name is mary davis i would like to transfer money between my accounts agent: [noise] agent: [noise] agent: [noise] agent: [noise] caller: [noise] agent: what is the transfer amount caller: uh fifty nine dollars agent: [noise],Fraud,Normal
1914,Normal,아저씨가 이상형이신가요? 네. 저는 그랬 비슷했던 거 같아요. 그~ 조금 착하게 보이고 선해 보이시고 또 성격적으로 조금 인성이 좋은 남자를 찾았는데 저희는 소개로 첫 만남부터 그냥 둘이서 눈이 가가지고 첫날 일곱 시간을 같이 있었던 거 같아요. 근데 살아보니까 아 잘 선택했구나. 그게 조금 결혼하면 변한다는데 어~ 우리는 그런 거 변한 거 없이 아주 일관적으로 그 성격이 그대로 가더라고요. 그래서 착하긴 하는데 대신에 이제 조금 답답한 건 있긴 한데 그 부분은 또 제가 또 빠르니까 쪼끔 같이 되는 거 같긴 한데 뭐 부부는 그냥 맞춰서 사는 거 같아요. 이게 정답이고 저게 틀리고 맞고 하는 부부는 정말 없는 거 같아요. 어~  님은 연애 결혼을 하셨어요? 배우자는 맘에 드셨나요? 연애 결혼 맞는데 제아 우리,Fraud,Normal
1915,Normal,네. 네. 영화하면 몹시 할 말이 많긴 한데요. 혹시  님은 최근에 본 영화 중에서 가장 기억에 남는 영화가 있으신지요? 아~ 네. 저 같은 경우는 작년 가을이었던가요? 어~ 제가 금오하는 하던 직장이 롯데 계열사여서 1년에 한두 번 정도는 근처에 있는 롯데시네마에서 으 상영관 하나를 전체를 전세를 내서 저희 회사 직원들만 같이 이렇게 어~ 독립적으로 영화를 한 번씩 보여주 주 주거든요. 근데 그때 영화를 한 두 가지 정도를 이렇게 리스트를 걸어놓고 직원들이 투표를 해서 이제 더 득표 득표가 많은 쪽으로 어~ 영화를 보기로 했는데 하나는 기생충이라는 작품이었고 또 하나는 아마 어벤져슨가 외국 작품이었던 거 같아요. 근데 제가 근무하는 곳이 거의 여직원들이 많은 곳인데 아마 그~ 창고 쪽에서 이~ 물류 쪽 일,Fraud,Normal
1916,Normal,agent: hello this is harper valley national bank my name is patricia how can i help you today caller: hi my name is david wilson caller: i would like to transfer money between my accounts agent: sure i can help you with that agent: um what is the transfer amount caller: the amount is one hundred and six dollars agent: okay thank you what is the source account caller: checking account agent: and wh,Fraud,Normal
1917,Normal,내가 어제 말이여 긱사에 갔는데 닭강정이 참말로 맛있어 보이는 기여. 그래서 사 먹으려고 했는데 아~ 친구가 고수닭갈비를 먹자는기여. 그래서 그거를 먹으러 갔는데 워매 매우 맛있는 거여. 그 닭갈비에 닭고기와 양배추와 당면의 조합이 아주 그냥 미쳐버렸다니까. 그래서 다 먹고 볶음밥을 시켜서 누른밥을 먹었는데 아주 그냥 미쳐버렸다니까. 나랑 나중에 한 번 먹으러 가자. 매우 맛있어. 너 뭐 맛있는 기억 있어? 내는 맛있는 기억은 내가 뭐 가리는 게 없어가지고 맛있는 게 다 맛있다. 근데 내는 이제 얼마 전에 학교를 안 가니까는 너무 배가 고픈기라 그래가지고 뭐 먹을까 뭐 해 먹을까 해 가지고 집에 이렇게 돼지고기가 모듬으로 있는 거 아이가. 근데 이 돼지고기가 삼겹살이 아니고 그냥 막 진짜 막 특수구이 이런 ,Fraud,Normal
1918,Normal,예. 안녕하세요? 어~ 그~ 예전부터 사실 남자들이라면 이게 병역에 대한 생각을 많이 해보잖아요. 그~ 이제 혹시 님께서는 뭐 연예 계통이라든지 대중 예술 쪽 또 스포츠 문화 쪽에 특례 여러 가지 특례 과정에 대해서 찬반을 혹시 말씀해주실 수 있을까요? 네. 그 특례라는 게 취지는 괜찮은 제도예요. 어~ 왜냐면 이제 그~ 병역 특성상 그~ 본인이 장점을 살릴 수 없 없기 때문에요. 병역 복무기간에는 그래서 이제 그~ 사회적으로나 그 예술 얘기했듯이 그런 특정 분야에 대해서 뛰어난 사람들이 이 특례 제도를 통해서 본인의 실력을 유지시키고 하는 게 저는 괜찮다고 보거든요. 제도는 이제 다만 이제 에~ 문제가 되는 거는 이것이 이제 잘 아~ 문제없이 이게 올 올바르게 적용이 되느냔데 참 그 부분에 대해서는 저도 ,Fraud,Normal
